stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type
202,,Donostia - Tolosa Hiribidea - Amerika Plaza,43.30422970764316,-2.0024327678237275,1,0
203,,Donostia - Tolosa Hiribidea 77 - Unibertsitateak,43.309060842887625,-2.007113347475184,1,0
346,,Donostia - Tolosa Hiribidea - Magisteritza,43.31317413307454,-2.0079465715474845,1,0
373,,Beizama - Trintxera,43.13469333149109,-2.2143145273207603,4,0
374,,Azpeitia - Larrañaga,43.16612069677972,-2.24653622557444,4,0
377,,Donostia - Tolosa Hiribidea - Lorea,43.306899749450054,-2.0050400762851366,1,0
380,,Donostia - Zumalakarregi Hiribidea 11 - Esklabak,43.316685189277095,-2.000625847755013,1,0
414,,Zarautz - Nafarroa Kalea- Udaltzaingoa,43.28794926098642,-2.167895975436647,3,0
420,,"Donostia - Zumalakarregi Etorbidea, 14",43.31636025476848,-2.001568407229696,1,0
422,,Zarautz - Nafarroa Kalea-pilartxo-enea,43.28769618490335,-2.1616007033406577,3,0
423,,Zarautz - Bixkonde Kalea 15-erdigunea,43.288686143609624,-2.1739012459680596,3,0
424,,Zarautz -nafarroa Kalea 8  -erdigunea,43.288548773245125,-2.1735826177157724,3,0
425,,Zarautz - Nafarroa Kalea- Sanzenea,43.287861375689005,-2.168193004716093,3,0
426,,Zarautz - Nafarroa Kalea 54- Iñurritza,43.28750625640251,-2.1602597532869954,3,0
482,,"Donostia - Askatasunaren Etorbidea, 24",43.32147150991766,-1.9807775009036022,1,0
519,,Azpeitia - Atzaran-ugasaundi,43.1477735920769,-2.2309954323407197,4,0
531,,Zumarraga - Izazpi - Argixao Kirolgunea,43.08665774891668,-2.316115358682801,5,0
668,,Azpeitia - Atzaran-ugasaundi,43.147945082166366,-2.2310547732115267,4,0
669,,Azpeitia - Larrañaga,43.16585674328336,-2.246108908531151,4,0
670,,Azpeitia - Makibar,43.152575354341124,-2.2367034978863973,4,0
679,,Azpeitia - Makibar,43.15273964197997,-2.237033529403617,4,0
680,,Beizama - Trintxera,43.13392570904943,-2.213992380500772,4,0
826,,Donostia - Unibertsitatea,43.30873833122565,-2.0073035548455564,1,0
850,,Eibar - Untzaga,43.18588713366093,-2.4717721815269447,8,0
900,,Elgoibar - Txankakoa,43.217563392761825,-2.4157123685605093,8,0
937,,Tolosa - Ibaiondo Kalea 1,43.138753777271994,-2.0700884853839234,2,0
942,,Zumarraga - Zumarragako Ospitalea,43.08524648997548,-2.312027661477039,5,0
945,,Urretxu - Poblado Aparicio,43.08070438028632,-2.3250265719677943,5,0
985,,Elgoibar - San Antolin,43.22980852737398,-2.4015320991837976,8,0
987,,Elgoibar - Mupen,43.21941539408333,-2.4098708517046594,8,0
993,,Eibar - Azitain,43.19174707689859,-2.4540488155155837,8,0
999,,Eibar - Bidebarrieta,43.18752266621495,-2.4633160685340645,8,0
1000,,Eibar - Azitain,43.191699528543985,-2.4535200394555052,8,0
1008,,Elgoibar - San Antolin,43.229681114957025,-2.4012747390767,8,0
1032,,Azkoitia - Munategi,43.17611951520865,-2.289304398613686,4,0
1033,,Azpeitia - Loiola,43.17784162386491,-2.2781491571022783,4,0
1034,,Azpeitia - Anbulategia,43.18310779703,-2.266569426379456,4,0
1035,,Azpeitia - Sanjuandegi,43.180921242798654,-2.269634881655781,4,0
1037,,Azpeitia - Trenbidearen Museoa,43.18741531607162,-2.2600817719113695,4,0
1038,,Azpeitia - Danona,43.20996248737428,-2.2530507360743304,4,0
1039,,Azpeitia - Lasao,43.22107249102319,-2.2555377527155254,4,0
1040,,Zestoa - Alberdikoa,43.22736010763247,-2.257283723877532,4,0
1041,,Zestoa - Bainuetxea,43.23543945651678,-2.254845614284091,4,0
1042,,Zestoa - Zestoa,43.2425409037993,-2.2557321231270415,4,0
1043,,Aizarnazabal - Aizarnazabal,43.25414532287133,-2.234869395208997,3,0
1044,,Zumaia - Oikiako Bidegurutzea,43.27708122813724,-2.2270027238559416,3,0
1045,,Getaria - Meagas,43.28308434870387,-2.208142893257676,3,0
1046,,Getaria - Meagas,43.28317464247593,-2.2081786981746623,3,0
1047,,Zumaia - Oikiako Bidegurutzea,43.27692974504024,-2.2272387994456584,3,0
1048,,Aizarnazabal - Aizarnazabal Plaza,43.254314336339505,-2.2345592905647473,3,0
1049,,Zestoa - Zestoa,43.24148882759833,-2.25457481903367,4,0
1050,,Zestoa - Bainuetxea,43.233121266626966,-2.254233465690967,4,0
1051,,Zestoa - Alberdikoa,43.228787369988176,-2.257980629115298,4,0
1052,,Azpeitia - Lasao,43.218995294477324,-2.255981648729843,4,0
1053,,Azpeitia - Danona,43.20979334008499,-2.253348254201871,4,0
1054,,"Azpeitia - Julian Elorza Etorbidea, 3",43.1877125094625,-2.2614810823397864,4,0
1055,,Azpeitia - Anbulategia,43.1831987841168,-2.266715999980591,4,0
1056,,Azpeitia - Sanjuandegi,43.18105693221124,-2.2697317026327983,4,0
1057,,Azpeitia - Loiola,43.178078756765395,-2.278626227840391,4,0
1058,,Azpeitia - Munategi,43.17620963281647,-2.289315657317045,4,0
1059,,"Azkoitia - Julio Urkixo, 7",43.1801736523219,-2.307246752667881,4,0
1062,,Zumaia - Narrondo,43.28685153478599,-2.2639066466723703,3,0
1063,,Zestoa - Arroaerreka,43.265153592660354,-2.270020973188636,4,0
1066,,Zestoa - Iraeta,43.25670051527984,-2.25916945419824,4,0
1067,,"Azkoitia - Azkoitia -julio Urkixo, 40",43.176831184577985,-2.303999381376873,4,0
1068,,Azkoitia - San Martin,43.178173563443856,-2.3115512388114214,4,0
1070,,Azkoitia - Azkoitiko Industrialdea,43.17432134280572,-2.320895932814086,4,0
1073,,Azkoitia - Olotzaga,43.166977306188635,-2.3291827252265525,4,0
1075,,Azkoitia - Aizpurutxo,43.134937050148274,-2.3508412744486265,4,0
1080,,Azkoitia - Aizpurutxo,43.13478397707264,-2.350842893625595,4,0
1081,,Azkoitia - Olotzaga,43.1677663572605,-2.328608191529552,4,0
1082,,Azkoitia - Azkoitiko Industrialdea,43.17438561332099,-2.321104379724525,4,0
1083,,Azkoitia - Altzibar,43.177224115881984,-2.316901861472627,4,0
1084,,Azkoitia - San Martin,43.17799370238164,-2.3115901721686276,4,0
1085,,Azkoitia - Txerloia,43.175342049742135,-2.3004974458123977,4,0
1086,,Zestoa - Iraeta,43.25584051223118,-2.2584653285838217,4,0
1087,,Zestoa - Iraetako Geltokia,43.25698311033458,-2.2652891109335473,4,0
