stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type
2373,,Gure Ametsa,43.28590053225757,-2.167123610133682,3,0
3207,,Mitxelena,43.283245753049705,-2.16609985929168,3,0
3208,,Geltokia,43.28415594881935,-2.1686757652778095,3,0
3214,,Talaimendi Kanpina,43.287603629042664,-2.1465280783644816,3,0
3216,,La Salle Ikastetxea,43.278447314946995,-2.1761727064597585,3,0
3698,,Antoniano ( Balea Kalea),43.28652048949623,-2.1731425178573933,3,0
3699,,Hiruerreketa,43.282116412248804,-2.18937258930579,3,0
414,,Nafarroa Kalea- Udaltzaingoa,43.28606865179965,-2.169192052616575,3,0
422,,Nafarroa Kalea-pilartxo-enea,43.28581565019693,-2.162897032627825,3,0
424,,Nafarroa Kalea 8 - Erdigunea,43.28666809315569,-2.1748784750922843,3,0
425,,Nafarroa Kalea- Sanzenea,43.28598076396782,-2.169489067861358,3,0
4476,,Urdaneta / Lanpardo,43.279652143310315,-2.174677507813772,3,0
4486,,Bentas,43.27797214075337,-2.1727160236023124,3,0
4694,,Aiziazpi,43.27769744745477,-2.1696017424891583,3,0
5852,,Santa Klara,43.28304696713619,-2.173448394872204,3,0
5853,,Salberdin,43.283455850616036,-2.1702259595394975,3,0
5855,,Mª Etxetxiki –araba,43.28129546658325,-2.1616772285674397,3,0
645,,Sarakatua,43.28445899739172,-2.1794687655610976,3,0
652,,Allemendi,43.28498615671433,-2.1814091238406528,3,0
655,,Anbulategia,43.28196364438143,-2.1780602809080234,3,0
656,,Asti,43.27907019908393,-2.151749670285634,3,0
657,,Azken Portu,43.281975254649375,-2.174670753281462,3,0
658,,Barandiaran,43.28385735066535,-2.1809558964159637,3,0
659,,Eguneko Zentroa,43.283961186593366,-2.16542451567091,3,0
661,,Bus Geltokia -zubiaurrezahar Kalea 1,43.28286558167994,-2.160903833107998,3,0
662,,Inurritza  Zelaia,43.28461721014275,-2.160325108217999,3,0
663,,Itxasmendi,43.280912937161524,-2.1598584152882117,3,0
665,,Kiroldegia,43.280978752057976,-2.1688669260599474,3,0
667,,Urkidi,43.28360100022681,-2.1791105384148444,3,0
671,,Añorbe,43.28285187926126,-2.1517217774400508,3,0
672,,Bixkonde,43.28673298525247,-2.175136442799538,3,0
676,,Bizkaia Kalea 6,43.28359507770134,-2.175782783305466,3,0
678,,Pontalier,43.28466195660759,-2.160287516152202,3,0
699,,Talaimendi /n-634,43.2842205888133,-2.156595956412339,3,0
75,,Bizkaia Kalea,43.283903953087865,-2.1761606997237655,3,0
813,,Araba Kalea 40,43.280835320569075,-2.1652454007598467,3,0
